noticia;target
"Impressão 3D na medicina já é uma realidade acessível 
 Especialista do Hospital CEMA explica de que forma essa nova tecnologia pode auxiliar os médicos; futuramente órgãos inteiros poderão ser impressos dessa formaAntes da invenção da penicilina, em 1928, pouca gente poderia imaginar que, futuramente, doenças como pneumonia e tuberculose deixariam de ser fatais, graças aos antibióticos. Da mesma forma, era difícil acreditar na possibilidade de ver órgãos por dentro e até mesmo saber o sexo do bebê ainda na barriga da mãe, antes da descoberta dos exames de imagem. Atualmente, um dos grandes avanços da medicina é o uso da impressora 3D. No entanto, para muita gente esse avanço científico parece distante e inacessível. Não é bem assim. “Hoje esse é um recurso bem mais próximo. Mas a tecnologia ainda é um pouco complexa, demanda do médico conhecimentos de informática, desenho em 3 dimensões, uso de diferentes softwares, entre outros”, detalha o neurocirurgião do Hospital CEMA, Joel Augusto Teixeira.O médico explica que a chegada da impressora 3D nos consultórios e centros cirúrgicos é um avanço importante, principalmente, por dar mais precisão no diagnóstico e nas cirurgias. “Os exames de imagem utilizados hoje são apresentados em 2 dimensões de cada vez. Isso significa que o médico tem que criar na mente a visão de como é o órgão em 3 dimensões. Por melhor que seja o raciocínio, muitos dados ficam faltando, a análise fica incompleta”, afirma ele. No entanto, com a impressão 3D, é possível visualizar o órgão analisado como um todo. “Por exemplo, no caso da coluna, podemos pegá-la com as mãos para ver o lado que quisermos. Isso permite um melhor entendimento do órgão como um todo e a possibilidade de simular cirurgias no modelo impresso, preparando-se para a cirurgia real com um entendimento muito melhor”, diz.O uso da impressão 3D em diagnósticos e também como simuladores de procedimentos cirúrgicos já é uma realidade. A tendência é de que o recurso seja utilizado cada vez mais. Essa nova tecnologia é importante também porque permite que estudantes e pesquisadores tenham acesso a modelos anatômicos, além de possibilitar a impressão de próteses de baixo custo. “Estamos começando a gerar arcabouços para implante de células-tronco e estruturas para implantes, como disco intervertebral, cartilagens de nariz, etc”, explica o especialista.Para que seja possível imprimir órgãos inteiros ainda são necessárias muitas pesquisas, mas já existem protótipos, como do Instituto de Medicina Regenerativa da Universidade Wake Foreste, nos Estados Unidos, que desenvolveu o protótipo de um rim com células e biomaterial. A utilização da impressão 3D para esse fim é possível, pois, ao invés dos materiais comumente utilizados atualmente, como resina e metal, os especialistas usam células vivas na impressão (biotinta). Isso pode promover uma nova revolução na medicina, na medida em que permitirá diminuir – e até zerar – a fila de transplantes. Em dado momento, o uso das impressoras 3D será como a nova penicilina na história da medicina. É esperar para ver.";0
"Human Learning: Ainda somos responsáveis pelos resultados que produzimos 
 A inteligência artificial é inevitável, inexorável e irá, certamente, tornar mais eficientes as tarefas repetitivas e sujeitas a falhas, além de proporcionar custos mais baixos. Também irá nos ajudar muito a termos em mãos informações precisas, relevantes, atualizadas e contextualizadas a tempo para que se tome a decisão correta.Não tenho dúvida de que chegaremos, em breve espaço de tempo, a um outro paradigma operacional, seja na indústria, no comércio e em serviços. Entretanto, ainda não estou convencido, e acho que não serei convencido tão cedo, de que as máquinas irão aprender raciocínio subjetivo, valores éticos e humanos, além de outros aspectos que levam o ser humano a decidir – bem ou mal – quando o assunto sai da operação e vai para o tático ou estratégico. Este tema me leva diretamente a olhar algo muito básico que o ser humano: aprendizado. Trazendo isso para mundo corporativo, me faz refletir sobre como deveria ser o olhar sobre a capacitação e treinamento de pessoas nos dias de hoje.Em meu dia a dia, tenho demandas diárias de empresas para treinamentos. Muitas são relacionadas a questões específicas, mas a maioria é bem abstrata, bem diferente das que tínhamos há alguns anos, quando treinamento de vendas era treinamento de vendas, comunicação era comunicação. Ou seja, tudo dentro de contextos operacionais muito bem definidos e padronizados. Hoje, não são mais. Cursos de ferramentas, temas e conhecimentos operacionais são fartos na internet, o que me faz crer que a maior parte das demandas desta natureza são atendidas pela imensa oferta de conteúdo que a internet proporciona.Mas não é essa a demanda que me preocupa, e nem é essa que tenho procurado dedicar meu tempo em procurar atender, mas aquelas que, de tão subjetivas, parecem ter muito mais relação com o modo como as pessoas vão utilizar tudo isso. Todas essas novidades tecnológicas, todos os novos conceitos que só pessoas podem fazer: tomar as atitudes e decisões estratégicas ou táticas adequadas, como liderar pessoas e organizações; atender clientes com foco em seu sucesso e em seu benefício; gerenciar contratos para que agreguem valor a clientes e às suas organizações; ou vender e entregar relevância e experiência positiva.Bots, Machine Learning e inteligência artificial respondem a perguntas, mas o grande desafio é saber se a tecnologia conseguirá responder de forma personalizada, e não apenas seguindo um padrão pré-determinado. Ouvir, contextualizar, entender e se comunicar com as pessoas são processos humanos. Eventualmente, estas tecnologias podem ser sistematizadas, mas a diretriz ainda é humana. Gerar valor para suas empresas, para seus fornecedores e clientes, fazer do trabalho em equipe e da colaboração instrumentos para geração de resultados e tentar de todas as formas preservar a qualidade de vida são tarefas inerentes aos humanos.Não se trata mais de professores e alunos, slides ou vídeo-aulas, mas de métodos de treinamento que permitam o aprendizado dos conceitos e de suas práticas no dia a dia. O Human Learning exige que as formas de capacitar mudem, sejam mais dinâmicas, rápidas, colaborativas e aplicadas na solução dos problemas, otimizando a qualidade do serviço e a experiência do cliente. Não é só um treinamento, é uma consultoria entregue de outra forma.Esta ainda é uma responsabilidade a qual creio que as organizações têm consigo mesmas e com as suas pessoas. E é uma responsabilidade que empresas de consultoria, como a que faço parte, precisam assumir. É isso que vejo refletido em boa parte das novas demandas. As outras, não considero mais como capacitação corporativa, mas como formação ou auto aprendizado. Mas este é assunto para outro artigo. ";0
"Fundação Everis e Sírio-Libanês promovem a quarta edição do Prêmio Empreenda Saúde 
 As inscrições podem ser feitas até o dia 5 de agosto. O vencedor receberá um prêmio de R$ 50 mil, além de orientação profissional especializada para lançar sua ideia no mercado brasileiroA fundação everis, que tem por objetivo apoiar e promover o empreendedorismo por meio de atividades em diferentes esferas da sociedade, acaba de abrir as inscrições para o Prêmio Empreenda Saúde 2018, em parceria com o Hospital Sírio-Libanês.Pelo quarto ano consecutivo no Brasil, a iniciativa visa a estimular profissionais e estudantes de diferentes áreas a desenvolverem projetos que possam contribuir para a melhoria das práticas, processos, tecnologias e métodos de gestão no setor de saúde, aplicada em três categorias:. Solução para melhoria da qualidade ou eficiência hospitalar – Projetos que promovam o engajamento e a experiência do paciente dentro do ambiente hospitalar, e que possam contribuir para processos assistenciais e operacionais;. Solução de orientação direta ao paciente – Projetos que integrem, no ciclo de prevenção, tratamento e monitoramento das condições de pessoas com algum tipo de enfermidade ou deficiência;. Solução de impacto na rede de saúde – Projetos com foco na saúde nos âmbitos de gestão, processos e inteligência.Para cada categoria, serão selecionados seis finalistas e as duas melhores soluções de cada serão apresentadas em um evento final. No entanto, será mantida a premiação para apenas um vencedor.“Nas três últimas edições, aprendemos muito e, para este ano, propomos mudanças significativas na estrutura da premiação, como novas categorias e o processo de seleção por categoria. Também acompanhamos a evolução dos projetos dos finalistas, que se desenvolveram muito devido ao networking qualificado e toda a repercussão que o prêmio proporciona”, afirma Raphael Bueno, sócio da área de Health da everis e responsável pela iniciativa no Brasil.Ele ressalta ainda que muitas das soluções venceram outras premiações após a participação no Empreenda Saúde e conquistaram aportes significativos no mercado. “Portanto, conectar ideias inovadoras com os principais players do setor, colaborando para o desenvolvimento da saúde no Brasil, continuará sendo nossa premissa”, finaliza.Para o Dr. Luiz Fernando Lima Reis, diretor de Ensino e Pesquisa do Hospital Sírio-Libanês e membro da comissão avaliadora e do corpo de jurados da premiação, o prêmio reconhece o papel da inovação na busca de soluções para o processo assistencial e na promoção à saúde.  “Mais que o valor simbólico do prêmio, o Empreenda Saúde já é reconhecido como uma rede de empreendedores, startups e organizações que passaram a interagir ao longo do ano, criando um ambiente de troca de experiências e acelerando a chegada dos projetos à sociedade.”O projeto vencedor receberá um prêmio equivalente a R$ 50 mil reais, além de orientação profissional especializada da everis para colocar a ideia em prática no mercado brasileiro. A escolha do ganhador ficará a cargo de uma comissão de avaliação e um corpo de jurados, compostos por membros renomados das áreas de ensino, pesquisa e inovação, e de empresários das mais diversas esferas da saúde no País.Pessoas físicas residentes no Brasil, individualmente ou em grupo, podem inscrever seus projetos ou planos de negócios até o dia 5 de agosto no site, no qual também está disponível o Regulamento do prêmio. O vencedor será anunciado em novembro.";0
"As boas práticas de segurança da informação no setor da saúde 
 Quem trabalha em hospitais, clínicas e laboratórios sabe que é necessário ter o mesmo cuidado com segurança da informação adotado em qualquer grande empresa, já que essa área lida com informações pessoais, financeiras e médicas de pacientes e funcionários, além de movimentar muito dinheiro. Mais que dados como nome, telefone e endereço, também entram em jogo informações como dependência a medicamentos, necessidades de tratamentos específicos ou práticas especializadas e outros componentes. Talvez essas informações não pareçam interessantes à primeira vista, mas esse banco de dados por si só, pode valer muito.Grandes vazamentos de dados, como ocorreram com as seguradoras de saúde Anthem e Premera em 2015 acarretaram perdas de informações de milhões de clientes. No caso da Anthem, 80 milhões de pessoas foram afetadas, já no caso da Premera, 11 milhões. Esses números dão ideia da dimensão dos prejuízos que podem ser ocasionados por malwares neste setor. Informações como históricos clínicos, dados médicos, informações pessoais e bancárias de pacientes, podem ser colocadas em risco nestes casos. Tudo isso ocasiona a perda da credibilidade da instituição, além de prejuízos financeiros expressivos.Nem sempre são códigos maliciosos ou ataques direcionados os culpados por estes problemas. Em muitos dos casos, atividades descuidadas ou mal-intencionadas de funcionários ou ex-funcionários, além de falhas da própria instituição, são os principais desafios.Muitos hospitais têm computadores sem antivírus ou com sistemas desatualizados, redes wi-fi inseguras, servidores de e-mail desprotegidos ou equipes que compartilham informações de pacientes indiscriminadamente. Essas atitudes são algumas das causas de incidentes de segurança.Para enfrenta-los, as instituições de saúde devem optar por soluções de segurança que tenham diversas estruturas robustas, que incluam um bom antivírus, senhas fortes de acesso, duplo fator de autenticação, criptografia, firewall e backup.Feito isso, no entanto, é necessário lembrar ainda que ambientes hospitalares têm uma circulação muito grande de pessoas e de informações delicadas ao mesmo tempo, portanto, é importante que a administração da instituição foque na conscientização do usuário, além de pequenas medidas que podem fazer a diferença na rotina de uma clínica ou hospital.Ao contratar um novo funcionário, ele deve passar por um treinamento de segurança para entender as responsabilidades sobre o sigilo das informações com as quais lida, e as consequências de um eventual vazamento. Além disso, ele deve ter senhas próprias, pessoais e intransferíveis e receber o acesso, tanto tecnológico, como físico, apenas às áreas relevantes para o seu trabalho. Por outro lado, quando um colaborador se desliga ou é desligado, ou até mesmo quando muda de departamento, deve haver responsabilidades na rescisão e devolução de ativos, além de retirada de direitos de acesso físico às áreas da instituição.As empresas devem ainda planejar a localização e proteção dos equipamentos para evitar que informações indevidas sejam vistas por pessoas que não tenham acesso a elas. Por exemplo, um registro de informações financeiras não deve ficar disponível para computadores localizados áreas de grande circulação, como locais para carga e descarga de insumos hospitalares, ou a recepção de uma clínica.Outro ponto que deve ser levado em consideração é quando funcionários utilizam seus próprios equipamentos para trabalhar, como por exemplo, médicos que recebem resultados de exames em seus próprios celulares. Isso tem se tornado uma prático comum e até inevitável, mas é sempre necessário lembrar que, ainda assim, essas informações são confidenciais.Por fim, entre as práticas mais básicas, está a questão do descarte de equipamentos que não serão mais utilizados pela instituição, que deve ser feito de forma segura, para que se inviabilize a recuperação das informações sigilosas que em algum momento estiveram armazenadas na mídia. Entre as técnicas mais comuns para se fazer isso, estão destruição da mídia, criptografia das informações, desmagnetização do disco ou sobrescrita de dados.Estas atitudes, se aplicadas todas ao mesmo tempo, por uma equipe de segurança da informação bem estruturada, com certeza só trarão benefícios à instituição e à sua reputação, além de prevenir perdas materiais e financeiras, bem como garantir uma segurança muito maior dos dados da própria instituição e de seus pacientes, que poderão se sentir mais seguros ao saber que suas informações estão bem protegidas.";0
"IESS abre inscrições para o “VIII Prêmio IESS de Produção Científica em Saúde Suplementar” 
 Principal premiação do setor inaugura espaço para exibição de pôsteres de trabalhos durante a cerimôniaO Instituto de Estudos de Saúde Suplementar (IESS) acaba de abrir inscrições para o “VIII Prêmio IESS de Produção Científica em Saúde Suplementar”. Já no oitavo ano, a premiação conta com mais de 40 trabalhos laureados e algumas centenas de estudos avaliados, consolidando-se como a principal premiação de trabalhos acadêmicos com foco em saúde suplementar no Brasil. “Temos certeza que estudos muito sérios e interessantes, com ideias novas, têm ganhado visibilidade por conta o Prêmio IESS e ajudado o setor a se desenvolver”, comemora Luiz Augusto Carneiro, superintendente executivo do IESS. “Estamos ansiosos para ver os trabalhos que serão inscritos este ano”, complementa.Podem ser inscritos trabalhos de conclusão de curso de pós-graduação (especialização, MBA, mestrado ou doutorado) nas áreas de Economia, Direito e Promoção de Saúde, Qualidade de Vida e Gestão em Saúde. Este ano, a cerimônia de entrega também terá espaço para exibição de pôsteres de trabalhos. Para esta categoria, além dos trabalhos de pós-graduação (especialização, MBA, mestrado e doutorado), também podem ser inscritos trabalhos de graduação (nível universitário).As inscrições para o Prêmio IESS e para exibição de pôster são gratuitas e vão até 15 de setembro. Cada candidato pode inscrever apenas um trabalho. Veja o regulamento completo em: http://www.iess.org.br/cms/rep/regulamento.pdf.O primeiro e o segundo lugar de cada categoria receberão prêmios de R$ 10 mil e R$ 5 mil, respectivamente, além de certificados que serão entregues em dezembro, durante a cerimônia de premiação, em São Paulo.";0
"Como ajudar seu hospital a adotar inovação e colaboração 
 O Partners HealthCare, baseado em Boston, é um sistema de assistência médica sem fins lucrativos comprometido com o atendimento ao paciente, pesquisa, ensino e serviço à comunidade local. A empresa há muito tempo é um dos sistemas de saúde mais inovadores dos EUA. Mas muitos hospitais não adotam a mesma cultura de inovação, disse Adrian Zai, diretor de pesquisa da Partners eCare, falando no Fórum de Big Data e Healthcare Analytics da HIMSS na última quarta-feira.Sim, a maioria dos provedores de assistência médica entende que dados e analytics são essenciais para a melhoria da qualidade e a eficiência operacional. E a maioria percebe que a mudança para o pagamento baseado em valor significa que eles provavelmente devem repensar alguns dos seus processos de prestação de cuidados e infraestrutura de TI, disse Zai. Mas muitos ainda não estão dispostos ou são incapazes de abordar a inovação com o empenho e a estratégia que podem ajudá-los a impulsionar grandes melhorias em sua experiência e resultados financeiros.“A inovação melhora a competitividade, o retorno sobre o investimento e a cultura”, disse Zai. “É fundamental inovar agora mais do que nunca, à medida que mudamos para o cuidado baseado em valor”. Para esse fim, ele ofereceu as seis dicas a seguir para os sistemas de saúde que procuram se posicionar para o sucesso no mundo do século XXI de atendimento responsável.Faça da inovação parte da sua culturaOs hospitais devem trabalhar para incentivar seus provedores a buscar projetos de melhoria de qualidade para valer, disse Zai. Eles devem honrar e celebrar novas idéias. Sempre que possível, eles também devem criar centros de inovação, onde várias partes interessadas possam trocar ideias.A transição para o cuidado baseado em valor exige uma revisão fundamental de processos enraizados, de modo que qualquer coisa que os sistemas de saúde possam fazer para encorajar o pensamento criativo entre a equipe clínica e operacional deve ser buscada, disse ele.“Décadas e décadas de infraestrutura, desenvolvidas exclusivamente para pagamento por serviço, significam que temos esse legado e todos esses fluxos de trabalho existentes podem não funcionar para um ambiente de cuidado baseado em valor”, explicou ele. “Temos que repensar todos os fluxos de trabalho clínicos existentes enquanto impulsionamos os resultados e controlamos os custos. Se você ainda está no fee for service, cuidado – você não quer ficar para trás.”Formalize sua estratégiaPor outro lado, “a inovação ad hoc não é suficiente”, disse Zai. É crucial, disse ele, alinhar as iniciativas de inovação a áreas específicas e ser capaz de ampliar programas promissores, quando aplicável. É por isso que formalizar sua estratégia de inovação é fundamental, explicou ele. “Você tem que obter apoio da liderança e criar uma infra-estrutura que promova a inovação em toda a organização. Caso contrário, você está apenas batendo com a cabeça na parede.”Então, “uma vez que você tenha essa estratégia”, ele acrescentou, “você tem que começar a identificar o que eu chamo de campos férteis – as áreas de grande necessidade, áreas que você precisa melhorar como organização. É preciso liderança para mostrar onde estão as campos férteis e mostrar onde inovar “.“As lacunas no cuidado, por exemplo, nem sempre são transparente em toda a organização”, disse Zai. “Muitas iniciativas projetadas para melhorar os resultados nem sempre medem as disparidades de atendimento. Uma cultura de inovação devidamente formalizada, com suporte de cima para baixo, pode ajudar a direcionar ideias inteligentes para onde elas são mais necessárias.Crie uma estrutura de governançaNesse sentido, disse Zai, é fundamental desenvolver uma estrutura para como a inovação será colocada em ação em toda a empresa. Os hospitais precisam pensar um pouco sobre o valor clínico de determinados projetos de inovação, bem como sobre seus requisitos técnicos e business case. “Depois de ter o buy-in de liderança, você pode começar a construir uma estrutura e organizar sua equipe”, disse ele. Na Partners, sempre inovadora, o estado normal das coisas era uma profusão de pequenos projetos.Assim, o sistema de saúde decidiu criar o Conselho de Inovação, que pode avaliar o valor de projetos específicos para a organização maior, desenvolver métricas para avaliar seu sucesso, decidir sobre um cronograma estimado, descobrir como eles trabalharão com infraestrutura de TI e clínica fluxo de trabalho e muito mais.Mas essencialmente, ele disse, “a única pergunta que você tem que responder é se este projeto de inovação tem algum valor clínico. Se você acha que existe um valor clínico que nos ajudará de alguma forma, nós devemos seguir em frente.”Inovar através da colaboração“Toda a inovação que aconteceu no passado tem a ver com a remoção de divisórias artificiais”, disse Zai. Seja a evolução do cuidado integrado ou o avanço do gerenciamento da saúde populacional centrada no paciente, os avanços mais benéficos na prestação de cuidados de saúde vieram do reconhecimento de que a colaboração funciona.Por isso, quando procuramos impulsionar a inovação, é importante “promover equipes de inovação interdisciplinares”, disse ele. “Ainda existem divisões artificiais que impedem a inovação”, disse ele. Por exemplo, muitos hospitais ainda têm barreiras entre as pesquisas e as operações clínicas: “Nós compartimentamos essas duas áreas, de modo que uma não tem nada a ver com a outra. Mas tudo o que fazemos em inovação e pesquisa deve chegar às operações”.Pense fora da caixa para financiamentoÀ medida que buscam inovação, hospitais grandes e pequenos devem adotar formas inovadoras de fomentar e financiar novos projetos, disse Zai. Por exemplo, os fornecedores de TI podem oferecer mais do que apenas o relacionamento padrão de compra e venda, e são uma oportunidade que poderia ser melhor aproveitada. “Torne os fornecedores parte de sua estratégia de inovação.”Da mesma forma, os hospitais menores devem “chegar aos centros médicos acadêmicos”, disse ele, valendo-se dos recursos e conhecimentos que essas organizações maiores podem oferecer. “Pequenos hospitais devem pensar em centros médicos acadêmicos porque estão trabalhando como cães loucos hoje”, disse ele. Parcerias inteligentes podem ajudar muito no trabalho pesado para organizações com menos recursos.Use pequenos pilotos para inovarComeçar pequeno e aumentar a escala ajuda a controlar o risco, minimizar os custos e otimizar os resultados ao longo do tempo, disse Zai. Projetos piloto e modelos iterativos são o caminho a percorrer.“Já vi muitos grandes projetos de TI que custam milhões e milhões de dólares e ainda precisam mostrar algum retorno”, disse ele. “Teste pequenos projetos em um ambiente limitado, em vez de dirigir o Titanic. Não dirija o Titanic, a menos que tenha certeza de que os resultados são positivos.”";0
"SulAmérica participa da iniciativa “Portas Abertas Edição Saúde – conexões que fazem diferença” 
 Junto a outras empresas apoiadoras, a companhia orientará startups na parte de negóciosA SulAmérica, maior seguradora independente do Brasil, participará do evento Portas Abertas Edição Saúde, como mentora, no dia 20 de junho, em São Paulo. A iniciativa, idealizada pela Vox Capital e Quintessa, tem como finalidade selecionar de 4 a 6 startups ligadas à área da saúde para receber orientações e feedbacks na esfera de negócios.Tomás Carmona, superintendente de Sustentabilidade da SulAmérica, participará da mentoria, aproveitando a oportunidade para partilhar a filosofia da empresa. “É importante falar sobre o tema e entender qual a melhor forma de aproximar às grandes empresas de startups que trazem novas soluções, impactando positivamente a sociedade e a economia”, afirma.Outra participação da Seguradora será na figura de Flávio Gomes, líder PMO de Saúde e Odonto “As startups hoje são os maiores agentes de inovação para grandes corporações. Por serem ágeis, enxutas e focadas em um problema especifico do cliente, conseguem em pouco tempo gerar excelentes soluções. Para a SulAmérica, estar em contato com essa nova realidade é uma oportunidade que nos permite enxergar novas possibilidades em Saúde e Odonto”, declaraDe quatro a seis empresas serão selecionadas, desde que se qualifiquem nos seguintes requisitos: ser do ramo de saúde; posicionar-se como um negócio de impacto com fins lucrativo; possuir sede fiscal no Brasil; contar com equipe empreendedora com dedicação exclusiva. Como diferenciais serão aceitos possuir modelo de negócio inovador e escalável, além de já possuir produto pronto, com vendas realizadas.Além da SulAmérica Seguros, da Vox Capital e Quintessa, representantes da Eurofarma, Instituto Sabin, Bionexo e MTS estarão no evento. O público poderá acompanhar os pitches das start ups e um debate das empresas. A inscrição é gratuita e pode ser feita por intermédio desse link: http://www.eventbrite.com.br/e/portas-abertas-edicao-saude-tickets-46302612360.";0
"SONDA e TR Process juntas para automação inteligente de processos 
 Integradora expande seu portfólio com tecnologias que ampliam a produtividade, reduzindo o tempo e o custo da operaçãoA SONDA, maior companhia latino-americana de soluções e serviços de tecnologia, acaba de firmar parceria com a TR Process, empresa 100% focada em automação inteligente de processos, com especialização no mercado financeiro, para disponibilizar em seu portfólio soluções de robótica que substituem as atividades de baixo valor agregado pela interação realizada pelas máquinas, reduzindo erros e aumentando a produtividade.As soluções oferecidas pela TR Process envolvem a robotização da automação dos processos, conhecido como RPA (Robotic Process Automation), assim como a automação da preparação de dados, o chamado DPA (Digital Process Automation).“O conjunto de tecnologias robóticas utilizadas na automação de processos repetitivos visam imitar as ações realizadas por seres humanos em interfaces homem-máquina. Como resultado, atividades como a análise de crédito e os processos operacionais do backoffice, por exemplo, passam a ser controlados e executados de maneira autônoma por robôs, liberando, assim, os recursos humanos para atividades mais responsivas”, comenta Dino Draghi, diretor de desenvolvimento de negócios e inovação da SONDA.“O ser humano tem características de trabalho que permitem explorar outras habilidades, como a criatividade e o senso crítico. Nossa proposta é digitalizar atividades rotineiras e de baixo valor agregado, ampliando a capacidade e a velocidade de atendimento do novo consumidor”, pontua o CEO da TR Process, Ewaldo Del Valle, que também é chairman do Institute for Robotic ProcessAutomation & Artificial Intelligence (IRPA AI) no Brasil, órgão internacional que discute o modelo de maturidade para a implantação de tecnologias de RPA e AI.Do ponto de vista do consumidor, o RPA e o DPA priorizam a experiência do usuário e alavancam a jornada da transformação digital. Se antes um processo de abertura de conta corrente numa instituição financeira era realizado de forma física e levava em média uma semana, hoje a atividade pode ser realizada de maneira remota e com a análise em tempo real a partir do confronto de informações em banco de dados, redes sociais e órgãos fiscalizadores.Hoje, por exemplo, é possível aprovar e emitir um cartão de crédito físico no ponto de venda em apenas três minutos. O processo, além de veloz, libera os colaboradores que habitualmente fazem esta tarefa para atacar outras frentes da empresa, como a área de vendas.De acordo com Del Valle, a dinâmica das transações de negócio da economia atual exige que processos e serviços sejam executados em frações menores de tempo. “Investir em iniciativas de RPA beneficia todo o ecossistema, desde o cliente, que pode ter acesso mais ágil a produtos e serviços, passando pelas empresas, que passam a produzir sem interrupções nas jornadas de trabalho, bem como os profissionais, que são realocados para tarefas mais nobres”, finaliza o executivo.";0
"Internet das Coisas (IoT): BNDES e MCTIC divulgam chamada de projetos-piloto 
 ·        Objetivo é selecionar iniciativas de integração e avaliação de soluções de IoT em Cidades Inteligentes, Saúde e Ambiente Rural·        Valor mínimo do apoio do BNDES será de R$1 milhão, limitado a 50% do total de cada projeto ";0
"Doença digital já preocupa Apple, Google e FB 
 Parece uma ironia do destino, mas no momento em que as empesas de tech marcam sua entrada no setor de Saúde Digital, seus usuários mais assíduos começam a manifestar sintomas de doenças digitais que não existiam até o século passado. E todas diretamente relacionadas ao uso da tecnologia desenvolvida por elas próprias. Sinal dos tempos.Talvez tenha sido essa a razão pela qual o CEO da Salesforce disse, há cerca de um mês, que o Facebook era o cigarro da indústria tech. Na hora teve gente que entendeu aquilo apenas como uma observação sobre o vício que a rede social causa em alguns usuários. Mas a coisa, naturalmente, vai muito além.Os problemas de saúde que a tecnologia tem causado na população mundial já acendeu alertas dentro e fora de empresas como Apple, Google e o próprio Facebook. Estudos científicos recentes já comprovaram que o excesso de utilização da rede social, por exemplo, tem causado entre os usuários problemas como depressão grave, isolamento crônico e FOMO (Fear Of Missing Out).Outros estudos, igualmente preocupados com os efeitos das novas doenças digitais, comprovam que o simples fato de manter um smartphone por perto compromete a longo prazo a capacidade de concentração de um usuário. “É uma nova forma de dependência psicológica. Não há resposta fácil para isso” afirma um analista da renomada consultoria Gartner.Já para o guru Brian Solis, da Altimeter, “os dispositivos móveis deixaram de ser um apêndice e viraram uma conexão física real para tudo o que julgamos relevante”. Imagine só o que pode acontecer após o boom dos vestíveis.Não foi por acaso, portanto, que o Mark Zuckerberg declarou recentemente, perante uma corte em Bruxelas, que está preocupado que o uso da tecnologia pelas pessoas seja “boa para seu bem-estar”. Na prática muitas grandes empresas de tecnologia já estão pensando seriamente em soluções para esses novos problemas.Prova disso é que no início de maio o Google lançou o Digital Wellbeing Initiative, um conjunto de ações que visa ajudar os usuários de Android a controlar melhor o tempo que gastam na internet.Para quem sempre buscou formas de aumentar o tempo de permanência de seus usuários na rede, não deixa de ser surpreendente. Mas quando há apenas dez anos se falava a palavra Saúde Digital, aquilo também soava surpreendente. E hoje a expressão já faz parte do glossário dos mais ortodoxos.Considerando os estudos em andamento, quem sabe com a doença digital não vá ocorrer o mesmo?";0
